gender,age,remuneration (k£),spending_score (1-100),loyalty_points,education,language,platform,product,review,summary
Male,44,80.36,15,881,PhD,EN,Web,6507,Precious and perfect way to read through the story of Jesus' death and resurrection with the kiddos. Hands on which they loved!,Love!
Female,29,80.36,88,4320,graduate,EN,Web,3403,"Quality of the eggs excellent.  Did have to let them release some of the moisture before I could open, however, they all opened without damage.  Book is well illustrated.",A New Prospective for the Easter Message
Female,39,81.18,39,2235,PhD,EN,Web,4390,"We purchased the Star From Afar few years ago, and were excited to see the Easter Story Egg come out this year.  The hardcover book is beautifully written in rhyme and verse with seven short stories of Holy Week from Palm Sunday through Easter.  The seven wooden nesting eggs correspond to each story with beautiful illustrations.  As the Star From Afar is a great family tradition to ""follow the Star"" for the Advent Season, the Easter Story Egg is a great addition for your family to remind us of the true meaning of Easter.",The hardcover book is beautifully written in rhyme and verse with seven short stories ...
Male,32,81.18,97,5084,graduate,EN,Web,4399,"I am so excited to have found the Easter Story Egg! I was looking for a Christ centered tradition to help my boys understand the true meaning of the Easter holiday when I came across the Easter Story Egg. We are all looking forward to reading each of the seven stories, opening the corresponding eggs and explaining the significance this Easter. The hardbound book and wooden eggs are high quality, and I look forward to many years of this meaningful tradition with my boys.",A beautiful and high quality tradition!
Female,53,82.82,24,1469,postgraduate,EN,Web,4405,"We were SOOO excited to see the EASTER Story Egg come out this year!  We were given the Star from Afar a few years ago from my in-laws and have LOVED adding that tradition to our family Christmas celebration! We have bought it as gifts for others, as it has really helped us teach our kids the true meaning of Christmas and focus on Jesus during the busy holiday season.
The Easter Story Egg does not disappoint!  There is no doubt it will be a fun way to help us keep Jesus at the heart of our Easter celebrations, as well.  We just got our nesting eggs and book a few days ago and our kids (ages 5, 3, and even the 1 year old) couldn't have been more excited!  It was so fun for them to pull apart the eggs (a little difficult for them to open and close at first, but as promised, much easier to for them to do after a few days of playing with them!) They seem to be holding up well to their semi-rough handling, as they are solid wood, though I have tried to the limit the play so they're still new and exciting to use at Easter!
As with the Star from Afar, the art is simple, but beautiful, and clearly illustrates the message for my pre-readers.  The 7 mini-stories, matching each of the nesting eggs and intended to be read one a day from Palm Sunday through Easter, are told through original poetry in a quality hard cover book.  I appreciate that there is a Bible verse with each days story, as I can use that verse as a place to start in our daily Bible reading or choose one as a memory verse for my kids during the Easter week.  Needless to say, were super excited to start our new tradition this Easter with our Easter Story Egg! I would recommend this product to anyone with kids of any age!",We were given the Star from Afar a few years ago from my in-laws and have LOVED adding that tradition to our family Christmas ce
Male,32,82.82,68,3636,PhD,EN,Web,4415,"We love The Easter Story Egg! The hardcover book has beautiful, colorful illustrations and seven short stories. The wooden nesting eggs also have lovely illustrations that correspond with each story. We sat down right away and read through each of the stories and my kids took turns opening each egg. Initially some the eggs were hard to open but now they open and close easily. My kids continue to ask me to read the book to them and to play with the eggs. I purchased The Star From Afar a few years ago and it has become a Christmas tradition in our house to follow the star. I know The Easter Story Egg is going to be another great tradition!

There are not many products like this. It is such a fun and meaningful activity. I love that it helps my children understand the true meaning of Easter.",We love The Easter Story Egg!
Female,39,84.46,17,1014,graduate,EN,Web,3112,"My children have enjoyed The Star From Afar so much at Christmas, that we were wildly anticipating the arrival of our Easter Story Egg.  And of course, it did not disappoint!  The moment it arrived, my kids were thrilled to open the box and look at each egg's beautiful artwork.  As my children were admiring and playing with the eggs, I began reading the book to them.  They loved each story....and loved that each egg matched up to a story in the book.  The Easter Story Egg is beautifully written.  It is a series of 7 short short stories in one hardbound book.  The stories are written in beautiful rhyme and verse, and do a great job explaining the events leading up to Easter.  My kids really enjoyed the visual of the last egg, which is the stone, that is rolled away....and when its opened it is empty!!! What a great visual for my young children to understand the meaning of Easter.  I am very much looking forward to using this product as Easter approaches....and I know that it will be a new tradition in our home.  We have given so many new families The Star From Afar for baptisms, birthdays and Christmas and I will be adding this my favorite gifts to give to young ones too.  Another amazing product by Natalie Ard, hoping there is more to come!!!!",My children have enjoyed The Star From Afar so much at Christmas
Female,38,84.46,85,5019,graduate,EN,Web,8923,"We have now used this product for two consecutive Easters and it is one of our favorite new traditions!  This activity keeps the attention of both of my children, who are 7 years apart in age.  The first year, we had a problem with a couple of the eggs (one wouldn't open and one wouldn't close) but the company was fabulous and immediately sent us a replacement set.  Some of the points made in the poem don't align perfectly with our family's theological beliefs, so I did change a few of the words to more closely reflect what we want to teach our children.  The eggs are beautiful and we look forward to enjoying this tradition for years to come!",This is one of our favorite Holy Week activities! :)
Female,36,84.46,23,1328,PhD,EN,Web,8933,A beautiful and sentimental gift. I plan to order 2 more sets for gifts.,Five Stars
Female,34,84.46,69,3880,diploma,EN,Web,8962,Wonderful product,Five Stars
Male,35,92.66,8,500,PhD,EN,Web,9064,Loved loved loved!,Five Stars
Female,38,92.66,91,5895,graduate,EN,Web,9080,If I could give this egg zero stars I would. It is poorly made and rudiculously hard to open. What should be a tender moment spent with your children is a huge headache. I had to use a knife to open it and the knife literally broke off. That is how difficult it is. Horrible product. Dont buy.,Too hard for children or adults to open
Female,45,98.4,16,1156,graduate,EN,Web,9119,"A beautiful story, wonderfully written.  A classic tradition for Easter.",Good for families with children of all ages.
Female,37,98.4,79,5377,PhD,EN,Web,9150,"had a very hard time opening the last super Thursday egg. tried using a paper clip, a nail flier, still  I'm not able to open it.",had a very hard time opening the last super Thursday egg
Female,43,103.32,28,2104,PhD,EN,Web,4047,"LOVE this! It is so hard to find Easter items that aren't just bunnies and candy and actually pertain to the real reason for Easter. This explains Easter really well for kids. It rhymes plus has a quote from scripture for each day from Palm Sunday to Easter Sunday. It's like an advent calendar for Holy Week. I know this will be a GREAT tradition at our house each year. The eggs are a little hard to open, but the website from the company that makes it and the box it's packaged in both say it's normal and gets easier over time. The box is also very nice for storing it the rest of the year. And it's the best children's Easter book I've found that actually explains Easter really well for kids. My twin 4 year olds get really excited to open each egg every day but it's great for my 8 year old too! And I like that it sits out as a reminder for what Easter is really about.",Like an advent calendar for Easter!
Male,34,103.32,74,5091,graduate,EN,Web,4065,"A very unique way to share the Easter Story - the nesting eggs are a really nice addition that makes the story more ""tangible"".","... Easter Story - the nesting eggs are a really nice addition that makes the story more ""tangible"""
Male,34,112.34,18,1346,PhD,EN,Web,3711,"This is such a nice Easter gift. Although they are a little pricey, I sent one to all 4 of my Godchildren, since I loved how it told the Easter Story, which can be a little tricky.

Unfortunately, my 3 year old lost the top of one of the eggs, but besides that, it's perfect!",Great Easter gift!
Male,32,112.34,83,6020,PhD,EN,Web,263,"Wow! This product is incredible! I was hesitant to purchase due to the price, but the teachable moments with my little boy are PRICELESS! The eggs are perfect quality and the story is illustrated simply and beautifully to teach the TRUE meaning of Easter! This easily held the attention of my 3 year old and made his mommy emotional. This beautiful memorial to the Easter holiday will certainly be treasured as a new tradition in our home. Thank you to the artist and author!",BEST Easter Teaching Tool!
Male,18,12.3,39,210,graduate,EN,Web,291,I love this!!! My kids truly enjoy the experience and has really brought Easter back to what is was meant to be. Highly recommend. And I have 2 boys - 13 & 9. Both love it.,I love this!
Male,23,12.3,81,524,graduate,EN,Web,977,BOOK IS BOUND UPSIDE DOWN. VERY DISTRACTING TO CHILDREN. THEY KEEP SAYING YOUR READINF UPSIDE DOWN. TOO EXPENSIVE FOR THE POOR QUALITY.,BOUND UPSIDE DOWN
Female,22,13.12,6,40,graduate,EN,Web,979,"Received defective product. I could see that the largest egg was not closed inside the box. After further inspection, its defective & won't close. Very frustrating as Im now dealing with hassle of return.",Received defective product. I could see that the largest ...
Female,25,13.12,77,562,graduate,EN,Web,1012,I really like the wood nesting egg to tell the resurrection story to children. It doesnt give too much information making it perfect. The book that goes with it is hard cover and is written in simple language. The pictures on the eggs are simple and nice. Im very happy with my purchase. It is so much nicer than the plastic resurrection eggs that I also purchased.,Nice way to tell the Easter story to children
Female,33,13.94,40,366,graduate,EN,Web,1031,"We really liked the Easter Story Egg.  It worked well for babies all the way through adults.  We used it all n storytime for our Respite Program for special needs  children and adults.  So far, so good .  Plan to use it a couple more times during this Easter Season!!!!",We really liked the Easter Story Egg
Female,24,13.94,76,573,PhD,EN,Web,1459,"I really appreciate the simplicity of this book for younger children. The eggs are very colorful and attention grabbing for this age. However, the eggs are difficult for children to open.",I really appreciate the simplicity of this book for younger ...
Female,37,14.76,6,61,diploma,EN,Web,1463,"Love this interactive way to being the
Easter story to life for my kids (2,4, & 6). They love it!!! Thank you Natalie!",Love it!!!!
Female,25,14.76,94,772,graduate,EN,Web,1473,This was a very nice Easter story with nesting eggs. I am curious to see how the  nesting eggs  age. I bought a set for two families and hope they will enjoy them.,This was a very nice Easter story with nesting eggs
Male,66,15.58,3,31,PhD,EN,Web,1497,This is a great keepsake for a family. Its darling and fun. I love that it is wood and the paint was very well done. I was a little sad to see that when I took ours out of the box it had a big thumbprint in the paint and one of the eggs has a crack down the side. Nevertheless I really like this item!!,This is a great keepsake for a family
Female,32,15.58,72,724,PhD,EN,Web,1501,Delightful product!,Five Stars
Male,69,15.58,14,138,diploma,EN,Web,1506,Great resource for sharing the Easter Story with children. We opened it yesterday and my 3 year old really enjoyed the anticipation of what was next after opening each part of the egg.,Great resource for sharing the Easter Story with children
Female,37,15.58,99,1067,postgraduate,EN,Web,123,We are giving a set to each of  our families including our grandchildren. We will be able to tell better after Easter week when we hope theyll be used.,We will be able to tell better after Easter week when we hope theyll be used
Female,57,16.4,15,179,PhD,EN,Web,486,"I love this so much! It is such a fun and special way to celebrate Easter.
The first Easter story egg I received was damaged a little bit, but I sent it back and received a perfect one!
I am so excited to use this so soon!",I love this so much
Female,26,16.4,77,721,graduate,EN,Web,830,"The egg is a great teaching idea. Some of the eggs won't close,they are warped, but still usable. The book would be better to simply use bible verses and the pictures. It would be better without the poem.",The egg is a great teaching idea
Male,39,16.4,13,150,graduate,EN,Web,1175,"The 7-year-old loved the nesting eggs. I liked the story. However, the length of the ""story"" for the individual eggs was too much for her attention span. That the last egg (the stone blocking the tomb) opened up to be empty was shocking and exhilarating at the same time. Ha. One of our eggs developed a hairline crack after the first reading, and the eggs was graciously and willingly replaced by seller. I loved the careful attention to wordsmithing on the author's part; word choice was excellent. However, the book needed a good editing. All in all, this product is wonderful for the Easter season.",The 7-year-old loved the nesting eggs
Male,24,16.4,79,701,graduate,EN,Web,1183,Such a great way to share the Easter story!  Very well made!,Five Stars
Female,37,17.22,35,417,graduate,EN,Web,1212,I Like it but the eggs are very difficult to open and some won't close back up again after the first time.,I Like it
Male,22,17.22,66,579,PhD,EN,Web,1241,great easter message in a world that is just full of easter bunnies!! Kids love it,Five Stars
Male,51,18.86,29,406,diploma,EN,Web,1307,My nieces and nephews enjoyed taking apart and putting together the eggs and talking about each story that went with each one.,My nieces and nephews enjoyed taking apart and putting together the eggs and talking ...
Female,37,18.86,98,1278,postgraduate,EN,Web,535,The grands loved this book and nesting toy!,Five Stars
Male,37,19.68,35,476,postgraduate,EN,Web,577,Great Easter gift for kids!,Great Easter gift for kids!
Male,27,19.68,73,840,postgraduate,EN,Web,618,Wonderful for my grandson to learn the resurrection story.,Five Stars
Female,44,20.5,5,75,postgraduate,EN,Web,624,While it's a great idea & a really cute book...the eggs don't fit back together easily (or at all) once they have been opened. I have a friend who has the set & is having the same problem. I hope I can return the set to get a replacement....,Cute but...
Male,33,20.5,73,982,PhD,EN,Web,760,"Was so dissappointed in this. I could not open it, no matter how hard I tried.",Impossible to open the different nesting eggs
Female,53,22.96,14,238,graduate,EN,Web,231,"Great story! But the book is not real steady. The wooden nesting egg is cool and cute, but you need a little muscle to take the egg apart. We used the egg and the story for our Walk through Holy Week and it was great!!",Great story! But the book is not real steady
Male,29,22.96,82,1150,postgraduate,EN,Web,2139,"though there was some difficulty at first with taking apart and putting together some of the eggs, that issue was very efficiently resolved by the seller and the book is very nice.",Easter eggs for Christians
Female,43,22.96,32,534,graduate,EN,Web,2162,"I just used the Easter Story Egg with my Sunday school grade 1-3 class and it went very well. It kept the attention of the children including 2 special needs students. I didn't use the book that comes with it. The book is illustrated and has a well written rhyming story line. I felt each section was too long to read. Also sometimes with rhyming stories the sentence construction is awkward for kids to understand since it is worded to allow for phrases to rhyme.  I could see that in a family setting one could read it and stop to talk about it. I'm very experienced as a story teller so I used each part of the egg to tell the story myself with children supplying facts from their own knowledge. I also made a strip of paper for each child with 8 eggs each smaller than the first and labeled with the days of the week and one word for each day. Sunday- Praise God and children put a palm leaf sticker on the egg, Monday- Respect God, children used a glue stick to add a small picture of the temple I had printed form clip art, Tuesday Love like Jesus did, a heart sticker, Wednesday- offer your best, rubbed a spice scent lip balm on it, Thursday- Remember Jesus added a small clip art picture of the last supper, Friday- Forgiven a cross sticker and for Saturday and Sunday the phrase Jesus rose from the dead. The Saturday egg children colored gray and Sunday left blank. At first the eggs were very hard to take apart. I left them apart for a few days , put them together and apart two more times and they were easy to use after that. Be sure to pull not twist.",A new presentation for the Easter story
Male,37,22.96,61,969,graduate,EN,Web,2173,"I love the idea, but can't close the eggs even though I left them out to dry. Disappointed.",Two Stars
Female,38,23.78,31,515,PhD,EN,Web,2253,This is a great way to show your kids what Easter is really about! My kids loved seeing what was inside each day after we read the story. The hand carved wood smells so good inside.,Great product!
Female,25,23.78,87,1151,graduate,EN,Web,2261,We used this for the week proceeding Easter and our kids looked forward to seeing what was in the next egg every night. It is a lovely tradition that instills the true meaning of Easter.,We used this for the week proceeding Easter and our ...
Male,62,24.6,4,69,PhD,EN,Web,1940,"I love this new family tradition. Our daughters (7,3) looked forward to the reading and opening of the eggs every day (I'm writing this on Raster Sunday). My only issue is that one of the eggs (Monday) won't close. The girls don't mind and just remind us that nothing is perfect! Sweet for the entire family.",Sweet Tradition
Female,23,24.6,73,944,graduate,EN,Web,1945,Eggs split and were unusable.,Disappointed.
Male,52,27.06,4,80,PhD,EN,Web,1970,"Beautiful set!  I originally ordered this with my almost 4-yr-old granddaughter in mind, however, I will tuck it away and save for a couple of years.  Although the eggs could be played with now and I could explain each one at her level, the story is beyond her comprehension.

Also, as described on the box and in an email from the company, the wooden eggs were new, and needed a few days to dry out and become accustomed to the lower humidity level in our home. I carefully opened each egg, per instructions, and set them out.  At the time, I wondered if I should put the eggs back together to dry, or leave them apart.  When I tried to put the eggs back together a few days later, one egg just wouldn't fit together.  I emailed the company right away, and two days later, received a replacement.  I notice the updated instructions now say to ""Please take the eggs out of the nesting position and re-close them separately to dry.""",Beautiful set! I originally ordered this with my almost ...
Male,17,27.06,92,1042,PhD,EN,Web,2793,Love the idea and premise. My  almost 3-year-old has had a fun time with it  and anticipates it every day.  My biggest complaint is that the first two eggs do you not properly close and it has only been a week since I purchased.  I live in Denver so I know it's not the  humidity.  I'm going to try to return or see if they will replace the damaged eggs. I will follow up with  another post.,Good idea. Questionable quality.
Female,49,27.06,14,281,graduate,EN,Web,195,"Love the concept but displeased with the quality of the product. The pages of my book were printed backwards and upside down. I would have never even mentioned it because it's not hard to turn the book around, but I also had a problem with the actual eggs. On the website it says to open the eggs up and let them air out for a bit. I did this and when I went to put them back together, all but one of the eggs were so warped that they would no longer close. Now the eggs don't stack together.
I am still reading this with my daughter, and we are both enjoying it, but really wish the eggs would close correctly.",Love the concept but displeased with the quality of the ...
Female,23,27.06,81,1152,PhD,EN,Web,107,"I really wanted to love this, I like it ok. The eggs themselves are fine.  A nice product.  Although the biggest egg has actually become quite loose and doesn't stay together if you are handling it.  I wish the painting on the cross egg was a little more practical, or rough looking.  The cross Jesus was crucified on was not pretty, like the egg painting.  I find the book itself to be too wordy.  I used it with three groups of preschoolers and it was hard to keep their attention.  They could only look a the egg so long and the words in the book are too long for the looking at the pictures.  I don't regret purchasing it. I know I will use it but most likely will just tell the story or cut out parts of the book.  I do think the cost for what you get seems a little steep.","I really wanted to love this, I like it ok"
Female,40,27.88,17,338,diploma,EN,Web,811,Love this book and the beautiful eggs.  This book will definitely be a tradition in our house every year.,Love this book and the beautiful eggs
Female,32,27.88,73,1314,postgraduate,EN,Web,2814,"Have never seen anything like this story-the eggs are absolutely gorgeous--detailed paintings on each are well done. I am a Christian preschool teacher and I have read it to 3's, 4's and 5's--all have loved the eggs! Also a mom of two elementary aged children and they love it, too! Thank you--highly recommend this book to add to your Easter collection!",Highly recommend-gorgeous detailed wooden eggs!
Female,38,30.34,26,551,PhD,EN,Web,2829,So gorgeous and love the rhyming in the book.  Perfect way to teach my kids why Easter is so special!,So gorgeous and love the rhyming in the book
Female,22,30.34,75,1159,graduate,EN,Web,629,"I was really looking forward to receiving The Easter Story Egg to incorporate in our Easter traditions but unfortunately one of the eggs arrived cracked.  The eggs themselves seem like good quality, thick wood nesting eggs.  However, even though I followed the instructions on leaving them open and pulling them apart versus twisting them, they are still very hard to open and close.  I assume over time it will get easier.  And I cannot, for the life of me, get the largest egg (Palm Sunday) to close back together!  I still like this product and the purpose behind it and will even use it despite its flaws, but just could not give it a full 5 star rating.  :(",Cracked Egg
Female,67,31.16,35,715,graduate,EN,Web,3645,I was pleasantly surprised the quality of the eggs. They are durable and will be a valuable spiritual and educational tool for my grandchildren.,"Spiritual and educational tool for children, good craftsmanship."
Male,26,31.16,92,1637,PhD,EN,Web,3657,"Very nice set of nesting eggs and the story that goes with them, or the story that has the eggs to go with it.  Either way, this is a great item.  I wish I had ordered more, as they are now out of stock, and others are requesting them.  If they become available again, I will be purchasing more!",The Easter Story Egg  -  A great idea!
Male,46,31.98,36,849,diploma,EN,Web,3667,"Larger than I expected and absolutely beautiful!  I will be using it this week with my students at school.  I know they will love it, and then I plan to enjoy it at home.  Thank you!  Beautifully made, and I appreciate the instructions about how to gently open it the first time.",Beautifully made!
Female,33,31.98,61,1280,graduate,EN,Web,3678,"We had received the Star from Afar set a few years ago and love being able to share the true meaning of important holidays with our girls, on a level they can relate to.

When we saw The Easter Story Egg come out we knew we wanted to purchase, so we could explain the true meaning of Easter as well.

The eggs are well made, the wood is smooth, and good quality without splinters. The painted images on each one were nice and vibrant. The eggs themselves are a good size as well, easy for an adult to hold, and my 4yr old had no issues.  The book we received is good quality as well, no binding issues like another reviewer mentioned.

The packaging for this product is great as well, it all stores nicely in the box when not in use throughout the year.

Our girls were very excited to receive it in the mail recently and we can't wait to use it.

Very pleased with this product!",Great purchase!
Female,49,31.98,28,664,diploma,EN,Web,2079,"The eggs and the book are lovely, and the eggs appear to be very durable. Am looking forward to using them with our little ones!","A meaningful, hands-on way for children to learn about Holy Week"
Female,26,31.98,65,1187,graduate,EN,Web,2114,"I love the product and the concept of the product. It's simple enough for young ones to follow along. The eggs (especially the smaller ones) were much smaller than I anticipated. Also, I was very disappointed in the quality of the book. When I received the book and opened it for the FIRST time, the binding was already coming off entirely. This is very disappointing as I wanted this to be an annual tradition with my kids as they grow. It looks as though the book will not last. Poor quality.",Book binding-POOR QUALITY!
Female,49,32.8,55,1338,graduate,EN,Web,2130,"Excited to start this new tradition. The pictures in the book perfectly match the eggs, so it's easy for kids to follow along.",so it's easy for kids to follow along
Female,29,32.8,47,942,postgraduate,EN,Web,3865,Beautiful! We look forward to The Easter Story Egg being a regular Easter tradition! Great quality that will last through the years.,Wonderful!
Female,29,32.8,42,842,graduate,EN,Web,3878,"LOVE the Easter Story Egg! Such a great way to celebrate and remember Easter and what Jesus did for us! The book and eggs are beautiful and are a great way to teach children about the days leading up to Jesus' death and resurrection. Also, the customer service fro Star From Afar Kids is EXCELLENT! We had an issue and contacted them by email. They were quick to respond and wonderful in helping us! Will recommend The Easter Story Egg to everyone I know!",LOVE the Easter Story Egg
Female,33,32.8,42,904,graduate,EN,Web,3885,"I bought this for my 3 year old (and some of the pieces would be too small for any child under that age), and she loves it...but entertainingly, so did I and quite a few people at work (all of us 30+), as we had no self control and had to open it up and play with it for a little bit before I gave it to her (uh, to ""test"" it out).  It is a lot of fun to play with either on your own or with someone else - trying to architect the house together.  This one and the cupcake/bakery set are really both adorable - and my daughter has sustained an interest in both for a long time.  We've had the bakery one for over a year, and although we've lost many of the magnets, she returns to it all the time.  (I just bought this house one recently, but I assume it will be a similar fascination).  One thing I will say - having had the cupcake one for a while - the box did eventually dent, and with both of the sets, I've found it a little frustrating trying to get the cards out of the box (as they stick in there really well)... my daughter is actually better at removing them than I am (!!!), and I'll note the company who made it was very thoughtful in scalloping the bottom to make it easier.  The magnets are pretty strong.  I really do recommend this - especially to bring to restaurants or on a plane (or maybe for an older kid, the car - but I know we would lose the pieces if I gave it to my 3 year old while driving!).  This would be fun for both girls and boys.",great fun for wide range of ages
Female,49,34.44,52,1328,diploma,EN,Web,3887,"This set is in a convenient box and has many many little detailed pieces. My 4 year old loves designing different types of houses! There are even great little pets that hang out in the windows and on the porches! My kiddo loves letting the pets roam around the yard and check out all the features she places, which leads me to think she'd really love more living creatures to inhabit these places. This would be a great travel toy because you can't play with it unless it's in the box. Everything sticks in there. The one gripe I have is that it looks like there are 4 different cards to play with, but there are only 2 cards front and back, and they all fit inside the box, so you can only really look at one at a time, 2 cards max if you spread it out on another magnetic surface like a fridge. Not a big deal, but just a little crowded when trying to play.",My daughter loves it!
Male,35,34.44,60,1395,postgraduate,EN,Web,3896,"We have several different sets of these magnetic toys.  They are self contained--no small parts all over the floor, very portabke and giid for many",All f the Mudpuppy toys are wonderful
Female,33,35.26,54,1249,diploma,EN,Web,3955,"This is a very cute puzzle and I love the zipper bag for storage.  Our puzzles in boxes always seem to get destroyed and pieces get lost, but these bags make cleaning up and storage easier.",This is a very cute puzzle and I love the zipper bag for storage
Male,58,35.26,60,1529,graduate,EN,Web,3967,"If your little one loves puzzles and this is in her age level, these pouch puzzles are the best thing I have found to take along. Flat, fairly small, light and uses a good amount of time to put together.",Throw it in your backpack
Female,49,35.26,45,1177,Basic,EN,Web,405,"Such great quality, easy to put together because of the thick, well made pieces. My 2.5-3 year old LOVES them and can do these 12 piece puzzles by herself.",Mud Puppy Puzzles
Male,45,35.26,41,1062,graduate,EN,Web,615,"Again, a great price for a puzzle.  The best part is the carrying case.  You can take it with you without worrying about losing pieces.",Fun~
Female,50,36.08,50,1338,postgraduate,EN,Web,876,My son is 2.5 years old and was getting bored with the shape in a hole puzzles. So I got some starter jigsaw puzzles (12 pieces or so.) While he also likes the Melissa and Doug puzzles he loves the Mudpuppy puzzles so much more. For one they have bigger pieces so they are much easier to manipulate. Also the other poster is right that each piece has a referential on it so that it's easy for him to figure out how it goes together completely on his own.,Great Beginning Jigaw Puzzle
Male,71,36.08,46,1014,PhD,EN,Web,4459,My son is 2 years and 4 months.  He is a little advanced for his age on puzzles because he really enjoys doing them and practices.  He can actually do this puzzle on his own which is great for a 12 piece jigsaw puzzle.  The pieces are so well made and it has a picture he can refer to while he is building.  Love this puzzle and the dinosaur one as well.  I plan to buy some more of these if they have them!,Awesome Puzzle!
Female,29,37.72,51,1175,graduate,EN,Web,999,"A great puzzle for my 3.5 year old. I have bought a few of the puzzles in this series, and they are a great jigsaw starter puzzle. The pieces are easy to manipulate, and there aren't too many. It is easy for them to finish (with a bit of help). The pictures are vibrant (and non-commercial, which is a plus). The zippered pouches work well too.",Easy to manipulate
Male,52,37.72,46,1285,graduate,EN,Web,815,"Love the Mudpuppy pouch puzzles! My children keep up with the puzzle since there is a pouch. It's very easy to take along in a bag or backpack. Very good quality, will buy more.",Fun puzzle for children
Male,72,37.72,56,1264,postgraduate,EN,Web,326,LOVE these puzzles!!  This one is a gift but we have several and my now three year old loves them.  We've had one for just over a year and it has held up very well!,LOVE these puzzles
Male,18,37.72,55,909,postgraduate,EN,Web,6215,Great puzzle for a 3 year old. Pouch makes it easy to t a me on trips. Good for development.,Travel puzzle
Female,69,38.54,52,1272,PhD,EN,Web,6233,Great puzzles for toddlers to put together by themselves. The puzzle itself is not the best quality however. The pieces fall apart within a few weeks.,Not the best quality.
Female,53,38.54,59,1681,postgraduate,EN,Web,978,"Great on the go item, for little ones.  Puzzle pieces are large enough for little hands.",Five Stars
Male,65,39.36,51,1355,postgraduate,EN,Web,9507,Spent quite a bit of time researching the best puzzle for my 2 year old and decided on this one. I'm so glad I did! It's challenging enough and he loves it! Great quality and super cute!,Perfect for my 2 year old!
Male,19,39.36,59,1060,graduate,EN,Web,9529,Great puzzles.,Five Stars
Female,41,39.36,50,1413,postgraduate,EN,Web,9530,2 yr old son loves this puzzle nice big pieces!,Five Stars
Female,70,39.36,48,1177,diploma,EN,Web,9560,"i am a customer from china , today i had received this toy for my lovely girl . it is very nice and my taughter is very like it .",it is very nice and my taughter is very like it
Male,18,39.36,59,1017,PhD,EN,Web,9595,We love it!,Five Stars
Female,34,39.36,47,1232,PhD,EN,Web,9596,My daughter got these as a gift and she loves them. Shes one and will play with these on the fridge or dishwasher for 10-15 minutes. The design is very cute on them. Perfect size for little hands as well!,Great learning toy.
Male,72,40.18,55,1322,PhD,EN,Web,9597,"Love these magnets, they are adorable! Just a little pricey and not a good assortment of the alphabet; came with one of every letter but gave doubles of not most commonly used letters. Had to come back and by more sets to have all the letters I needed. Would still recommend these.",Too cute!
Female,45,40.18,42,1239,diploma,EN,Web,9612,These adorable letters look great in my daughter's pottery barn room. We wanted to practice letter recall with her and now she knows them all. Great quality and look,Great!
Female,62,41,49,1404,postgraduate,EN,Web,9635,These are really cute and my two year old loves to see her named spelled on our fridge. It's a cute way to teach them the alphabet. They sell these at pottery barn kids too but are cheaper on amazon! If you are looking for cute letter magnets then these are them!,So cute!
Female,62,41,56,1605,graduate,EN,Web,1577,"They are super cute but I've had them for quite some time now (maybe 6 months) and several of them have fallen apart, and a few have broken. The cheapo plastic letters have held up much better. These are okay but I don't think they are worth the price.",Meh...
Male,58,44.28,47,1504,graduate,EN,Web,1581,"Even though my grandson is not ready to learn the alphabet, he loved moving them around on the fridge.  Someday soon that familiarity with the shapes will help him learn his letter names more quickly.",Put them right on the fridge!
Male,28,44.28,54,1430,graduate,EN,Web,1592,"My daughter who is 22 months loves these...she plays with them for 20-30 minutes at a time which is huge. Be careful though, there are periods in there, so make sure to pick those out first .",Love these.
Female,43,44.28,53,1707,graduate,EN,Web,1618,"These were smaller than I expected, but they are cute.  I ordered letters and animals.  I will have to wait until my daughter is a little older to use them.","Cute, but small"
Male,38,44.28,48,1486,PhD,EN,Web,249,pretty! love the light colors and sweet designs. great magnets. perfect size too! definitely girly. very satisfied with my purchase.,lovely letters.
Female,25,44.28,52,1281,postgraduate,EN,Web,518,At first I loved these magnets for my daughter due to the colors and design. But once started using these on the fridge we came to the conclusion that they do not have a strong magnet connection at all. They fall off very easily when playing.,At first I loved these magnets for my daughter due to the colors ...
Female,49,44.28,42,1379,graduate,EN,Web,2521,These are so much cuter for my daughter's magnetic board than those plastic primary colored letter. So happy with these,So cute!
Male,56,44.28,51,1651,graduate,EN,Web,930,"Wonderful, beautiful letters!!  Added this as a second set, so we'd have enough letters for names, etc. Gorgeous and fun!!","Wonderful, beautiful letters"
Male,38,44.28,55,1703,graduate,EN,Web,399,My little one is happy to learn with this beautiful Alphabet letters,Five Stars
Male,69,44.28,41,1152,graduate,EN,Web,504,"These are nice enough, but probably not worth the price. I didn't love how it's missing certain letters. Not one ""P"" so my child could spell her name. Also missing other basic letters, while giving a few too many Qs.","These are nice enough, but probably not worth the price"
Female,44,44.28,44,1424,PhD,EN,Web,948,"The ""sweet"" pattern is absolutely adorable!  I plan on purchasing a set of matching lower case letters and numbers. The magnets are very well made, and I don't foresee any of the coated paper peeling off.  The manufacturer indicates this product is for years three and up. We are using them for decoration out of our toddler's reach until then. However, she grabs them every time she sees them. She loves the print and colors, too!",Adorable magnets!
Female,23,44.28,57,1326,graduate,EN,Web,4452,Cutest letters ever! So classy & matches my farm house decor!,Five Stars
Male,46,44.28,46,1501,diploma,EN,Web,6646,These are great!,Cute letters
Female,54,46.74,58,1998,diploma,EN,Web,6678,Love the colors and are a nice size,Five Stars
